name,total_citation,gen_citation,com_citation,copious_citation,self_citation,NGC,NGC(Archana),NCC,NCC(Archana),OC,OC(Archana),institute,domain,hindex,N-H-index(Archana),i10,N- i10(Archana)
A6154,740,489,230,5,3,0.3392,0.339189,0.6892,0.689189,1,0.995946,Massachusetts Institute of Technology ,Computer Architecture,16,0.533333333,23,0.766666667
A6155,664,643,6,9,1,0.0316,0.031627,1,0.990964,1,0.998494,Aarhus University,Wireless and Sensor Systems,19,0.633333333,20,0.666666667
A6156,621,584,36,0,0,0.0596,0.059581,1,0.942029,1,1,University of Massachusetts Amhers ,Ubiquitous Computing,12,0.4,20,0.666666667
A6157,8,1,6,0,0,1,0.875,0.25,0.25,0.875,1,University Aix-Marseille,Machine Learning,1,0.033333333,0,0
A6158,129,16,104,2,3,1,0.875969,0.1938,0.193798,1,0.976744,Cornell University,Programming Languages and Software Engineering,7,0.233333333,4,0.133333333
A6159,333,160,123,7,42,1,0.51952,0.6306,0.630631,1,0.873874,"University of California, Riverside",Theory of Computation,9,0.3,2,0.066666667
A616,200,180,15,2,0,0.1,0.1,1,0.925,1,1,"University of California, Berkeley",Natural Language Processing,11,0.366666667,11,0.366666667
A6160,663,323,306,12,7,1,0.512821,0.5385,0.538462,1,0.989442,"University of California, San Diego",Programming Languages and Software Engineering,17,0.566666667,24,0.8
A6161,324,200,38,36,26,0.3827,0.382716,1,0.882716,0.9259,0.919753,Washington University in St. Louis,Programming Languages and Software Engineering,13,0.433333333,14,0.466666667
A6162,600,515,21,9,51,0.1417,0.141667,1,0.965,1,0.915,"University of California, Los Angeles",Security and Privacy,22,0.733333333,23,0.766666667
A6163,439,308,87,40,0,0.2984,0.298405,1,0.801822,1,1,Boston University Graduate School,Molecular Information Systems,17,0.566666667,18,0.6
A6164,223,206,16,0,0,0.0762,0.076233,1,0.928251,1,1,University of Toronto,Computational & Synthetic Biology,7,0.233333333,5,0.166666667
A6165,827,421,342,5,37,0.4909,0.490931,0.5865,0.586457,1,0.95526," University of California, Berkeley","Computer Graphics, Vision, Animation, and Game Science",27,0.9,27,0.9
A6166,405,171,195,24,2,1,0.577778,0.5185,0.518519,1,0.995062,Vrije Universiteit Amsterdam ,Ubiquitous Computing,14,0.466666667,19,0.633333333
A6167,789,484,8,95,175,0.3866,0.386565,1,0.989861,1,0.7782,Rijksuniversiteit Groningen,Data Science,14,0.466666667,27,0.9
A6168,912,278,513,116,2,1,0.695175,0.4375,0.4375,1,0.997807,"University of California, Riverside",Security and Privacy,29,0.966666667,29,0.966666667
A6169,270,234,24,2,5,0.1333,0.133333,1,0.911111,1,0.981481,The George Washington University,Data Management and Visualization,15,0.5,15,0.5
A617,224,17,25,8,34,1,0.924107,1,0.888393,0.375,0.848214,University of Arizona,Machine Learning,8,0.266666667,7,0.233333333
A6170,51,29,5,7,5,0.4314,0.431373,1,0.901961,0.902,0.901961,University of Iowa,Data Management and Visualization,4,0.133333333,3,0.1
A6171,273,4,80,40,35,1,0.985348,0.707,0.70696,0.5824,0.871795, The University of Chicago,Wireless and Sensor Systems,15,0.5,15,0.5
A6172,102,33,9,37,2,1,0.676471,1,0.911765,0.7941,0.980392,University of Pittsburgh  ,Computer Architecture,7,0.233333333,6,0.2
A6173,184,151,22,7,1,0.1793,0.179348,1,0.880435,1,0.994565,University Aix-Marseille,Natural Language Processing,11,0.366666667,12,0.4
A6174,673,14,519,83,14,1,0.979198,0.2288,0.228826,1,0.979198,Wesleyan University,Molecular Information Systems,15,0.5,15,0.5
A6175,986,489,272,205,7,1,0.504057,0.7241,0.724138,1,0.992901,University of Rochester,Systems and Networking,15,0.5,21,0.7
A6176,509,148,224,136,0,1,0.709234,0.5599,0.559921,1,1,University of New Brunswick,Systems and Networking,11,0.366666667,19,0.633333333
A6177,61,8,45,4,0,1,0.868852,0.2623,0.262295,0.9344,1,Tel Aviv University,Machine Learning,4,0.133333333,2,0.066666667
A6178,509,311,119,71,6,0.389,0.388998,1,0.766208,1,0.988212,University of Notre Dame,Ubiquitous Computing,20,0.666666667,20,0.666666667
A6179,209,102,93,13,0,1,0.511962,0.555,0.555024,1,1,Tel Aviv University,Data Management and Visualization,13,0.433333333,13,0.433333333
A618,234,171,30,25,5,0.2692,0.269231,1,0.871795,1,0.978632,Indiana University,Systems and Networking,11,0.366666667,14,0.466666667
A6180,425,205,81,128,2,1,0.517647,1,0.809412,1,0.995294,Indiana University,Programming Languages and Software Engineering,12,0.4,17,0.566666667
A6181,773,656,70,19,22,0.1514,0.151358,1,0.909444,1,0.971539,Tel Aviv University,Machine Learning,17,0.566666667,17,0.566666667
A6182,600,7,399,64,18,1,0.988333,0.335,0.335,0.8133,0.97,University of Iowa,Computational & Synthetic Biology,20,0.666666667,21,0.7
A6183,426,128,94,58,122,1,0.699531,1,0.779343,1,0.713615,Vrije Universiteit Amsterdam ,Systems and Networking,12,0.4,12,0.4
A6184,5,1,3,0,0,1,0.8,0.4,0.4,0.8,1,University of Rochester,Computational & Synthetic Biology,1,0.033333333,0,0
A6185,150,98,36,4,11,0.3467,0.346667,1,0.76,1,0.926667,University of Toronto,Data Management and Visualization,8,0.266666667,5,0.166666667
A6186,396,303,74,9,5,0.2348,0.234848,1,0.813131,1,0.987374,University of Arizona,Ubiquitous Computing,14,0.466666667,18,0.6
A6187,310,95,27,162,22,1,0.693548,1,0.912903,1,0.929032,Wesleyan University,Data Management and Visualization,16,0.533333333,16,0.533333333
A6188,712,320,83,298,3,1,0.550562,1,0.883427,1,0.995787,Pontificia Universidad Catlica de Chile,Machine Learning,17,0.566666667,20,0.666666667
A6189,744,301,283,133,9,1,0.59543,0.6196,0.619624,1,0.987903,University of Oxford,Natural Language Processing,16,0.533333333,20,0.666666667
A619,771,262,132,48,175,1,0.660182,1,0.828794,0.8003,0.773022,University of Massachusetts Amhers ,Data Science,21,0.7,21,0.7
A6190,221,164,47,8,1,0.2579,0.257919,1,0.78733,1,0.995475,University of Rochester,Human Computer Interaction,8,0.266666667,4,0.133333333
A6191,899,440,195,210,16,1,0.510567,1,0.783092,1,0.982202,Washington University in St. Louis,Programming Languages and Software Engineering,28,0.933333333,28,0.933333333
A6192,662,209,244,79,108,1,0.68429,0.6314,0.63142,1,0.836858,Boston University Graduate School,"Computer Graphics, Vision, Animation, and Game Science",15,0.5,23,0.766666667
A6193,373,92,103,47,130,1,0.753351,0.7239,0.723861,1,0.651475,University of Auckland,Programming Languages and Software Engineering,15,0.5,15,0.5
A6194,32,11,11,7,0,1,0.65625,0.6562,0.65625,0.9062,1,University of Oxford,Natural Language Processing,4,0.133333333,0,0
A6195,325,280,15,20,7,0.1385,0.138462,1,0.953846,1,0.978462,Pontificia Universidad Catlica de Chile,Computer Architecture,10,0.333333333,1,0.033333333
A6196,941,771,91,67,6,0.1807,0.180659,1,0.903294,1,0.993624,The George Washington University,Ubiquitous Computing,17,0.566666667,18,0.6
A6197,375,17,261,65,6,1,0.954667,0.304,0.304,0.9307,0.984,University of Oxford,Machine Learning,14,0.466666667,17,0.566666667
A6198,989,938,41,0,5,0.0516,0.051567,1,0.958544,1,0.994944,University of Iowa,Computational & Synthetic Biology,15,0.5,17,0.566666667
A6199,869,149,303,252,132,1,0.828539,0.6513,0.651323,1,0.848101,Rijksuniversiteit Groningen,Computing for Development,24,0.8,27,0.9
A62,458,193,124,104,6,1,0.578603,0.7293,0.729258,1,0.9869," University of California, Berkeley",Computing for Development,11,0.366666667,19,0.633333333
A620,589,490,67,24,6,0.1681,0.168081,1,0.886248,1,0.989813,University of Georgia ,Computational & Synthetic Biology,15,0.5,21,0.7
A6200,105,43,40,5,3,1,0.590476,0.619,0.619048,0.8667,0.971429,University of Pittsburgh  ,Ubiquitous Computing,6,0.2,5,0.166666667
A6201,293,73,114,97,5,1,0.750853,0.6109,0.610922,1,0.982935,University of Rochester,Data Management and Visualization,8,0.266666667,5,0.166666667
A6202,855,409,9,268,99,1,0.521637,1,0.989474,0.9181,0.884211,Massachusetts Institute of Technology ,"Computer Graphics, Vision, Animation, and Game Science",24,0.8,28,0.933333333
A6203,946,51,763,8,0,1,0.946089,0.1934,0.193446,0.8689,1,University of Rochester,Molecular Information Systems,28,0.933333333,29,0.966666667
A6204,528,152,368,1,1,1,0.712121,0.303,0.30303,1,0.998106,Wesleyan University,Computing for Development,21,0.7,21,0.7
A6205,636,25,460,52,31,1,0.960692,0.2767,0.27673,0.8931,0.951258,University of Toronto,Ubiquitous Computing,22,0.733333333,22,0.733333333
A6206,914,493,371,25,5,0.4606,0.460613,0.5941,0.594092,1,0.99453,University Aix-Marseille,Computational & Synthetic Biology,29,0.966666667,29,0.966666667
A6207,392,361,22,7,1,0.0791,0.079082,1,0.943878,1,0.997449,Rijksuniversiteit Groningen,Wireless and Sensor Systems,10,0.333333333,7,0.233333333
A6208,471,414,54,2,0,0.121,0.121019,1,0.88535,1,1,University of New Brunswick,Systems and Networking,11,0.366666667,16,0.533333333
A6209,939,702,29,159,26,0.2524,0.252396,1,0.969116,1,0.972311,Pontificia Universidad Catlica de Chile,Data Management and Visualization,23,0.766666667,29,0.966666667
A621,684,271,329,0,39,1,0.603801,0.519,0.519006,1,0.942982,Oregon State University,Wireless and Sensor Systems,13,0.433333333,21,0.7
A6210,89,47,8,30,2,0.4719,0.47191,1,0.910112,1,0.977528,University Aix-Marseille,Machine Learning,5,0.166666667,0,0
A6211,192,37,93,4,8,1,0.807292,0.5156,0.515625,0.7396,0.958333,Tel Aviv University,Artificial Intelligence,6,0.2,2,0.066666667
A6212,948,17,220,695,15,1,0.982068,1,0.767932,1,0.984177,University of Massachusetts Amhers ,Security and Privacy,22,0.733333333,24,0.8
A6213,248,96,65,1,80,1,0.612903,0.7379,0.737903,1,0.677419,University of Oxford,Ubiquitous Computing,10,0.333333333,5,0.166666667
A6214,467,226,227,13,0,1,0.51606,0.5139,0.513919,1,1,University of Georgia ,Molecular Information Systems,18,0.6,20,0.666666667
A6215,762,510,124,0,50,0.3307,0.330709,1,0.83727,0.8976,0.934383,University of Auckland,Molecular Information Systems,26,0.866666667,26,0.866666667
A6216,909,528,120,1,196,0.4191,0.419142,1,0.867987,1,0.784378,The University of Chicago,Human Computer Interaction,24,0.8,24,0.8
A6217,174,61,8,59,32,1,0.649425,1,0.954023,0.9195,0.816092,Aarhus University,Security and Privacy,8,0.266666667,5,0.166666667
A6218,789,606,181,1,0,0.2319,0.231939,1,0.770596,1,1,University of New Brunswick,Artificial Intelligence,25,0.833333333,27,0.9
A6219,296,143,60,19,18,1,0.516892,1,0.797297,0.8108,0.939189,Stanford University,"Computer Graphics, Vision, Animation, and Game Science",14,0.466666667,16,0.533333333
A622,777,249,353,13,129,1,0.679537,0.5457,0.545689,1,0.833977,Vrije Universiteit Amsterdam ,Machine Learning,20,0.666666667,23,0.766666667
A6220,394,205,108,80,0,0.4797,0.479695,0.7259,0.725888,1,1,Washington University in St. Louis,Artificial Intelligence,18,0.6,18,0.6
A6221,598,437,3,7,25,0.2692,0.269231,1,0.994983,0.7893,0.958194,Rijksuniversiteit Groningen,Data Management and Visualization,20,0.666666667,21,0.7
A6222,670,318,122,167,42,1,0.525373,1,0.81791,1,0.937313,Flinders University of South Australia,Data Management and Visualization,23,0.766666667,23,0.766666667
A6223,118,25,60,25,6,1,0.788136,0.4915,0.491525,1,0.949153,University of Auckland,Human Computer Interaction,7,0.233333333,0,0
A6224,549,489,29,27,3,0.1093,0.10929,1,0.947177,1,0.994536,"University of California, Los Angeles",Natural Language Processing,12,0.4,18,0.6
A6225,941,793,72,55,6,0.1573,0.157279,1,0.923486,1,0.993624,University of Iowa,Data Management and Visualization,22,0.733333333,27,0.9
A6226,714,614,60,18,10,0.1401,0.140056,1,0.915966,1,0.985994,Wesleyan University,Computer Architecture,23,0.766666667,25,0.833333333
A6227,672,523,12,2,81,0.2217,0.221726,1,0.982143,0.9196,0.879464,Flinders University of South Australia,Wireless and Sensor Systems,13,0.433333333,16,0.533333333
A6228,82,8,0,53,6,1,0.902439,1,1,0.8171,0.926829,"University of California, San Diego",Machine Learning,8,0.266666667,6,0.2
A6229,433,380,7,24,16,0.1224,0.122402,1,0.983834,1,0.963048,Vrije Universiteit Amsterdam ,Data Management and Visualization,14,0.466666667,17,0.566666667
A623,758,42,202,280,136,1,0.944591,0.7335,0.733509,0.8707,0.82058,Washington University in St. Louis  ,Human Computer Interaction,18,0.6,23,0.766666667
A6230,444,266,110,36,16,0.4009,0.400901,0.7523,0.752252,1,0.963964,"University of California, Los Angeles",Computer Architecture,19,0.633333333,20,0.666666667
A6231,577,217,115,149,40,1,0.623917,1,0.800693,0.9029,0.930676,University of Georgia ,Data Management and Visualization,12,0.4,17,0.566666667
A6232,6,1,2,1,0,1,0.833333,0.6667,0.666667,0.6667,1,"University of California, Irvine ",Computing for Development,1,0.033333333,0,0
A6233,898,763,0,106,14,0.1503,0.150334,1,1,1,0.98441,Stanford University,Computer Architecture,18,0.6,21,0.7
A6234,409,144,101,116,46,1,0.647922,0.7531,0.753056,1,0.887531,The George Washington University,Molecular Information Systems,16,0.533333333,19,0.633333333
A6235,833,263,47,84,235,1,0.684274,1,0.943577,0.7551,0.717887,University of Toronto,Artificial Intelligence,26,0.866666667,26,0.866666667
A6236,35,9,7,12,4,1,0.742857,1,0.8,0.9143,0.885714,University of Auckland,"Computer Graphics, Vision, Animation, and Game Science",3,0.1,1,0.033333333
A6237,266,204,7,4,24,0.2331,0.233083,1,0.973684,0.8985,0.909774,Rijksuniversiteit Groningen,Artificial Intelligence,15,0.5,15,0.5
A6238,86,72,7,0,0,0.1628,0.162791,1,0.918605,0.9186,1,University of Georgia ,Wireless and Sensor Systems,6,0.2,0,0
A6239,256,144,68,38,1,0.4375,0.4375,0.7344,0.734375,1,0.996094,University of Massachusetts Amhers ,Programming Languages and Software Engineering,9,0.3,7,0.233333333
A624,395,297,93,1,2,0.2481,0.248101,1,0.764557,1,0.994937,"University of California, Berkeley  ",Artificial Intelligence,12,0.4,12,0.4
A6240,773,281,330,153,5,1,0.636481,0.5731,0.573092,1,0.993532,University of Auckland,Human Computer Interaction,21,0.7,21,0.7
A6241,301,82,127,80,8,1,0.727575,0.5781,0.578073,1,0.973422,Massachusetts Institute of Technology,Security and Privacy,11,0.366666667,13,0.433333333
A6242,736,129,566,14,15,1,0.824728,0.231,0.230978,1,0.97962,Aarhus University,Machine Learning,14,0.466666667,17,0.566666667
A6243,303,204,81,5,2,0.3267,0.326733,0.7327,0.732673,1,0.993399,Stanford University,Programming Languages and Software Engineering,8,0.266666667,0,0
A6244,602,107,478,8,6,1,0.822259,0.206,0.20598,1,0.990033,"University of California, Los Angeles",Ubiquitous Computing,17,0.566666667,19,0.633333333
A6245,901,46,764,82,0,1,0.948946,0.1521,0.152053,1,1,The George Washington University,Wireless and Sensor Systems,25,0.833333333,25,0.833333333
A6246,793,781,11,0,0,0.0151,0.015132,1,0.986129,1,1,University of Notre Dame,Artificial Intelligence,19,0.633333333,24,0.8
A6247,950,890,10,10,20,0.0632,0.063158,1,0.989474,1,0.978947,University Aix-Marseille,Machine Learning,19,0.633333333,29,0.966666667
A6248,534,99,426,6,2,1,0.814607,0.2022,0.202247,1,0.996255,"University of California, Berkeley",Molecular Information Systems,21,0.7,22,0.733333333
A6249,357,337,11,5,3,0.056,0.056022,1,0.969188,1,0.991597,Wesleyan University,Ubiquitous Computing,10,0.333333333,1,0.033333333
A625,634,600,20,3,10,0.0536,0.053628,1,0.968454,1,0.984227,University Aix-Marseille,Human Computer Interaction,20,0.666666667,23,0.766666667
A6250,906,665,18,123,42,0.266,0.266004,1,0.980132,1,0.953642,University of Toronto,Wireless and Sensor Systems,17,0.566666667,29,0.966666667
A6251,297,53,181,46,8,1,0.821549,0.3906,0.390572,1,0.973064,University of Auckland,Computing for Development,8,0.266666667,4,0.133333333
A6252,792,287,272,180,48,1,0.637626,0.6566,0.656566,1,0.939394,University of Iowa,Computer Architecture,23,0.766666667,23,0.766666667
A6253,585,267,64,129,47,1,0.54359,1,0.890598,0.8667,0.919658,Cornell University,Data Management and Visualization,19,0.633333333,22,0.733333333
A6254,833,763,60,7,0,0.084,0.084034,1,0.927971,1,1,University of Auckland,Data Management and Visualization,20,0.666666667,21,0.7
A6255,976,930,28,3,0,0.0471,0.047131,1,0.971311,1,1,Pontificia Universidad Catlica de Chile,Molecular Information Systems,21,0.7,26,0.866666667
A6256,970,512,94,99,144,0.4722,0.472165,1,0.903093,0.8753,0.851546,Washington University in St. Louis  ,Security and Privacy,15,0.5,22,0.733333333
A6257,274,140,52,21,31,0.4891,0.489051,1,0.810219,0.8905,0.886861,Aarhus University,Computational & Synthetic Biology,14,0.466666667,15,0.5
A6258,456,188,59,190,18,1,0.587719,1,0.870614,1,0.960526,Tel Aviv University,"Computer Graphics, Vision, Animation, and Game Science",11,0.366666667,20,0.666666667
A6259,507,185,226,62,10,1,0.635108,0.5542,0.554241,1,0.980276,Wesleyan University,Molecular Information Systems,20,0.666666667,20,0.666666667
A626,975,7,82,870,3,1,0.992821,1,0.915897,1,0.996923,"University of California, Irvine ",Ubiquitous Computing,27,0.9,30,1
A6260,914,550,210,153,0,0.3982,0.398249,1,0.770241,1,1,Aarhus University,Artificial Intelligence,28,0.933333333,29,0.966666667
A6261,636,534,84,16,1,0.1604,0.160377,1,0.867925,1,0.998428,Northwestern University,Systems and Networking,13,0.433333333,14,0.466666667
A6262,34,30,2,0,1,0.1176,0.117647,1,0.941176,1,0.970588,University of Toronto,Computer Architecture,2,0.066666667,1,0.033333333
A6263,175,143,12,1,2,0.1829,0.182857,1,0.931429,0.9029,0.988571,University of Georgia ,Natural Language Processing,12,0.4,12,0.4
A6264,992,596,196,153,3,0.3992,0.399194,1,0.802419,1,0.996976,Washington University in St. Louis,Computing for Development,23,0.766666667,23,0.766666667
A6265,707,290,291,42,14,1,0.589816,0.5884,0.588402,0.901,0.980198,Wesleyan University,Computational & Synthetic Biology,14,0.466666667,16,0.533333333
A6266,9,7,0,1,0,0.2222,0.222222,1,1,0.8889,1,University of Toronto,Theory of Computation,1,0.033333333,0,0
A6267,401,269,16,114,0,0.3292,0.329177,1,0.9601,1,1,Oregon State University,Systems and Networking,16,0.533333333,18,0.6
A6268,89,56,21,2,0,0.3708,0.370787,1,0.764045,0.8876,1,University of Oxford,Wireless and Sensor Systems,5,0.166666667,4,0.133333333
A6269,434,293,19,47,28,0.3249,0.324885,1,0.956221,0.8917,0.935484,Indiana University,Ubiquitous Computing,18,0.6,19,0.633333333
A627,621,137,336,12,106,1,0.779388,0.4589,0.458937,1,0.829308,The George Washington University,Human Computer Interaction,23,0.766666667,23,0.766666667
A6270,990,483,399,82,25,1,0.512121,0.597,0.59697,1,0.974747,Boston University Graduate School,Human Computer Interaction,20,0.666666667,30,1
A6271,388,263,71,21,26,0.3222,0.322165,1,0.81701,1,0.93299,University of Massachusetts Amhers ,Data Management and Visualization,13,0.433333333,14,0.466666667
